RNA003614L1;RNA003616L1;ensembl_gene_id
0,0000000000000;0,0000000000000;ENSG00000000003
40,0000000000000;0,0000000000000;ENSG00000000005
1495,0003999999999;1112,0000000000000;ENSG00000000419
106,0000000000000;179,9997000000000;ENSG00000000457
170,9999400000000;155,0001800000000;ENSG00000000460
1149,0001600000001;1072,9996400000000;ENSG00000000938
0,0000000000000;38,0000000000000;ENSG00000000971
12,0000000000000;90,0000000000000;ENSG00000001036
1112,0000000000000;788,0001000000000;ENSG00000001084
402,9999000000000;281,0000000000000;ENSG00000001167
29,0000000000000;4,0000000000000;ENSG00000001460
227,0000000000000;203,0000700000000;ENSG00000001461
444,0000000000000;378,0000000000000;ENSG00000001497
85,0000000000000;43,0000000000000;ENSG00000001561
0,0000000000000;42,0000000000000;ENSG00000001617
0,0000000000000;0,0000000000000;ENSG00000001626
1493,0000000000000;1215,0000000000000;ENSG00000001629
97,0000000000000;156,0000000000000;ENSG00000001630
1443,0001000000002;1316,0005999999998;ENSG00000001631
11,0000000000000;5,0000000000000;ENSG00000002016
1,0000000000000;0,0000000000000;ENSG00000002079
47,0000000000000;35,0000000000000;ENSG00000002330
1642,0002900000002;1338,0004400000000;ENSG00000002549
10867,0017000000007;11578,9981101905560;ENSG00000002586
13,0000000000000;8,0000000000000;ENSG00000002587
0,0000000000000;0,0000000000000;ENSG00000002726
0,0000000000000;92,0000000000000;ENSG00000002745
0,0000000000000;0,0000000000000;ENSG00000002746
244,9996000000000;197,0002000000000;ENSG00000002822
743,0003000000000;678,9990000000000;ENSG00000002834
152,9997600000000;469,0003000000000;ENSG00000002919
0,0000000000000;0,0000000000000;ENSG00000002933
482,0001000000000;394,0005100000000;ENSG00000003056
76,0000000000000;16,0000100000000;ENSG00000003096
0,0000000000000;0,0000000000000;ENSG00000003137
387,0002000000000;449,9999000000000;ENSG00000003147
3,0000000000000;3,9999990000000;ENSG00000003249
168,0001000000000;471,0000000000000;ENSG00000003393
548,9998048000000;366,9998000000000;ENSG00000003400
4333,0265300000001;3572,9995899999999;ENSG00000003402
991,0009800000000;1590,0000000000000;ENSG00000003436
262,0000000000000;184,0002509980640;ENSG00000003509
5551,0000199999995;3540,0016000000001;ENSG00000003756
0,0000000000000;0,0000000000000;ENSG00000003987
5,0000000000000;0,0000000000000;ENSG00000003989
642,9999900000000;656,0000000000000;ENSG00000004059
21,0000000000000;12,0546000000000;ENSG00000004139
414,0000000000000;509,0000000000000;ENSG00000004142
104,9996590000000;143,0000100000000;ENSG00000004399
2634,0033300000000;2524,9983999999999;ENSG00000004455
241,9992500000000;157,0003000000000;ENSG00000004468
243,0001000000000;455,0001000000000;ENSG00000004478
1788,0000000000000;2209,0020000000000;ENSG00000004487
1051,0000000000000;1233,9999299999999;ENSG00000004534
0,0000000000000;7,0000000000000;ENSG00000004660
925,9992100000001;661,0001700000000;ENSG00000004700
903,9999000000000;890,9996000000000;ENSG00000004766
0,0000000000000;1,0000000000000;ENSG00000004776
0,0000000000000;0,0000000000000;ENSG00000004777
453,0000000000000;452,0000000000000;ENSG00000004779
236,0000000000000;285,0000000000000;ENSG00000004799
0,0000000000000;0,0000000000000;ENSG00000004809
0,0000000000000;0,0000000000000;ENSG00000004838
0,0000000000000;0,0000000000000;ENSG00000004846
0,0000000000000;2,0000000000000;ENSG00000004848
165,0002000263720;436,0000000000000;ENSG00000004864
845,9998870500000;635,0001300000000;ENSG00000004866
1470,0011999999999;1497,9899700000001;ENSG00000004897
3115,9969999999998;3913,0020000000000;ENSG00000004939
0,0000000000000;7,0000000000000;ENSG00000004948
200,9997000000000;382,9999000000000;ENSG00000004961
55,0000000000000;97,9999600000000;ENSG00000004975
0,0000000000000;0,0000000000000;ENSG00000005001
410,0000757000000;650,9997049999999;ENSG00000005007
